"ID";"TypeOfBankruptcy";"Regions";"Periods";"PronouncedBankruptcies_1"
"18424";"A028820";"LD04  ";"2012KW04";"      54"
"18425";"A028820";"LD04  ";"2012JJ00";"     195"
"18426";"A028820";"LD04  ";"2013MM01";"      21"
"18427";"A028820";"LD04  ";"2013MM02";"      21"
"18428";"A028820";"LD04  ";"2013MM03";"      29"
"18429";"A028820";"LD04  ";"2013KW01";"      71"
"18430";"A028820";"LD04  ";"2013MM04";"      18"
"18431";"A028820";"LD04  ";"2013MM05";"      28"
"18432";"A028820";"LD04  ";"2013MM06";"      19"
"18433";"A028820";"LD04  ";"2013KW02";"      65"
"18434";"A028820";"LD04  ";"2013MM07";"      21"
"18435";"A028820";"LD04  ";"2013MM08";"      15"
"18436";"A028820";"LD04  ";"2013MM09";"      13"
"18437";"A028820";"LD04  ";"2013KW03";"      49"
"18438";"A028820";"LD04  ";"2013MM10";"      14"
"18439";"A028820";"LD04  ";"2013MM11";"      16"
"18440";"A028820";"LD04  ";"2013MM12";"      17"
"18441";"A028820";"LD04  ";"2013KW04";"      47"
"18442";"A028820";"LD04  ";"2013JJ00";"     232"
"18443";"A028820";"LD04  ";"2014MM01";"      26"
"18444";"A028820";"LD04  ";"2014MM02";"      15"
"18445";"A028820";"LD04  ";"2014MM03";"      20"
"18446";"A028820";"LD04  ";"2014KW01";"      61"
"18447";"A028820";"LD04  ";"2014MM04";"      24"
"18448";"A028820";"LD04  ";"2014MM05";"      16"
"18449";"A028820";"LD04  ";"2014MM06";"      16"
"18450";"A028820";"LD04  ";"2014KW02";"      56"
"18451";"A028820";"LD04  ";"2014MM07";"      14"
"18452";"A028820";"LD04  ";"2014MM08";"      16"
"18453";"A028820";"LD04  ";"2014MM09";"      16"
"18454";"A028820";"LD04  ";"2014KW03";"      46"
"18455";"A028820";"LD04  ";"2014MM10";"      19"
"18456";"A028820";"LD04  ";"2014MM11";"      16"
"18457";"A028820";"LD04  ";"2014MM12";"      21"
"18458";"A028820";"LD04  ";"2014KW04";"      56"
"18459";"A028820";"LD04  ";"2014JJ00";"     219"
"18460";"A028820";"LD04  ";"2015MM01";"      19"
"18461";"A028820";"LD04  ";"2015MM02";"       9"
"18462";"A028820";"LD04  ";"2015MM03";"      13"
"18463";"A028820";"LD04  ";"2015KW01";"      41"
"18464";"A028820";"LD04  ";"2015MM04";"      13"
"18465";"A028820";"LD04  ";"2015MM05";"      14"
"18466";"A028820";"LD04  ";"2015MM06";"      11"
"18467";"A028820";"LD04  ";"2015KW02";"      38"
"18468";"A028820";"LD04  ";"2015MM07";"      11"
"18469";"A028820";"LD04  ";"2015MM08";"       7"
"18470";"A028820";"LD04  ";"2015MM09";"      17"
"18471";"A028820";"LD04  ";"2015KW03";"      35"
"18472";"A028820";"LD04  ";"2015MM10";"      11"
"18473";"A028820";"LD04  ";"2015MM11";"      14"
"18474";"A028820";"LD04  ";"2015MM12";"      13"
"18475";"A028820";"LD04  ";"2015KW04";"      38"
"18476";"A028820";"LD04  ";"2015JJ00";"     152"
"18477";"A028820";"LD04  ";"2016MM01";"      11"
"18478";"A028820";"LD04  ";"2016MM02";"       7"
"18479";"A028820";"LD04  ";"2016MM03";"      17"
"18480";"A028820";"LD04  ";"2016KW01";"      35"
"18481";"A028820";"LD04  ";"2016MM04";"      12"
"18482";"A028820";"LD04  ";"2016MM05";"      15"
"18483";"A028820";"LD04  ";"2016MM06";"      10"
"18484";"A028820";"LD04  ";"2016KW02";"      37"
"18485";"A028820";"LD04  ";"2016MM07";"      10"
"18486";"A028820";"LD04  ";"2016MM08";"      19"
"18487";"A028820";"LD04  ";"2016MM09";"      15"
"18488";"A028820";"LD04  ";"2016KW03";"      44"
"18489";"A028820";"LD04  ";"2016MM10";"      17"
"18490";"A028820";"LD04  ";"2016MM11";"       2"
"18491";"A028820";"LD04  ";"2016MM12";"       9"
"18492";"A028820";"LD04  ";"2016KW04";"      28"
"18493";"A028820";"LD04  ";"2016JJ00";"     144"
"18494";"A028820";"LD04  ";"2017MM01";"      17"
"18495";"A028820";"LD04  ";"2017MM02";"      12"
"18496";"A028820";"LD04  ";"2017MM03";"      11"
"18497";"A028820";"LD04  ";"2017KW01";"      40"
"18498";"A028820";"LD04  ";"2017MM04";"      12"
"18499";"A028820";"LD04  ";"2017MM05";"       9"
"18500";"A028820";"LD04  ";"2017MM06";"      11"
"18501";"A028820";"LD04  ";"2017KW02";"      32"
"18502";"A028820";"LD04  ";"2017MM07";"      10"
"18503";"A028820";"LD04  ";"2017MM08";"      13"
"18504";"A028820";"LD04  ";"2017MM09";"       7"
"18505";"A028820";"LD04  ";"2017KW03";"      30"
"18506";"A028820";"LD04  ";"2017MM10";"       8"
"18507";"A028820";"LD04  ";"2017MM11";"       8"
"18508";"A028820";"LD04  ";"2017MM12";"       4"
"18509";"A028820";"LD04  ";"2017KW04";"      20"
"18510";"A028820";"LD04  ";"2017JJ00";"     122"
"18511";"A028820";"LD04  ";"2018MM01";"      13"
"18512";"A028820";"LD04  ";"2018MM02";"       9"
"18513";"A028820";"LD04  ";"2018MM03";"       7"
"18514";"A028820";"LD04  ";"2018KW01";"      29"
"18515";"A028820";"LD04  ";"2018MM04";"       8"
"18516";"A028820";"LD04  ";"2018MM05";"       8"
"18517";"A028820";"LD04  ";"2018MM06";"       7"
"18518";"A028820";"LD04  ";"2018KW02";"      23"
"18519";"A028820";"LD04  ";"2018MM07";"       5"
"18520";"A028820";"LD04  ";"2018MM08";"       9"
"18521";"A028820";"LD04  ";"2018MM09";"       7"
"18522";"A028820";"LD04  ";"2018KW03";"      21"
"18523";"A028820";"LD04  ";"2018MM10";"       7"
"18524";"A028820";"LD04  ";"2018MM11";"       9"
"18525";"A028820";"LD04  ";"2018MM12";"       5"
"18526";"A028820";"LD04  ";"2018KW04";"      21"
"18527";"A028820";"LD04  ";"2018JJ00";"      94"
"18528";"A028820";"LD04  ";"2019MM01";"      11"
"18529";"A028820";"LD04  ";"2019MM02";"      17"
"18530";"A028820";"LD04  ";"2019MM03";"      11"
"18531";"A028820";"LD04  ";"2019KW01";"      39"
"18532";"A028820";"LD04  ";"2019MM04";"      10"
"18533";"A028820";"LD04  ";"2019MM05";"       9"
"18534";"A028820";"LD04  ";"2019MM06";"       5"
"18535";"A028820";"LD04  ";"2019KW02";"      24"
"18536";"A028820";"LD04  ";"2019MM07";"       6"
"18537";"A028820";"LD04  ";"2019MM08";"       9"
"18538";"A028820";"LD04  ";"2019MM09";"      12"
"18539";"A028820";"LD04  ";"2019KW03";"      27"
"18540";"A028820";"LD04  ";"2019MM10";"      10"
"18541";"A028820";"LD04  ";"2019MM11";"      11"
"18542";"A028820";"LD04  ";"2019MM12";"      11"
"18543";"A028820";"LD04  ";"2019KW04";"      32"
"18544";"A028820";"LD04  ";"2019JJ00";"     122"
"18545";"A028820";"LD04  ";"2020MM01";"      13"
"18546";"A028820";"LD04  ";"2020MM02";"       9"
"18547";"A028820";"LD04  ";"2020MM03";"       8"
"18548";"A028820";"LD04  ";"2020KW01";"      30"
"18549";"A028820";"LD04  ";"2020MM04";"       7"
"18550";"A028820";"LD04  ";"2020MM05";"      12"
"18551";"A028820";"LD04  ";"2020MM06";"       3"
"18552";"A028820";"LD04  ";"2020KW02";"      22"
"18553";"A028820";"LD04  ";"2020MM07";"       7"
"18554";"A028820";"LD04  ";"2020MM08";"       8"
"18555";"A028820";"LD04  ";"2020MM09";"      11"
"18556";"A028820";"LD04  ";"2020KW03";"      26"
"18557";"A028820";"LD04  ";"2020MM10";"       5"
"18558";"A028820";"LD04  ";"2020MM11";"       5"
"18559";"A028820";"LD04  ";"2020MM12";"      13"
"18560";"A028820";"LD04  ";"2020KW04";"      23"
"18561";"A028820";"LD04  ";"2020JJ00";"     101"
"18562";"A028820";"LD04  ";"2021MM01";"       7"
"18563";"A028820";"LD04  ";"2021MM02";"       3"
"18564";"A028820";"LD04  ";"2021MM03";"       2"
"18565";"A028820";"LD04  ";"2021KW01";"      12"
"18566";"A028820";"LD04  ";"2021MM04";"       7"
"18567";"A028820";"LD04  ";"2021MM05";"       8"
"18568";"A028820";"LD04  ";"2021MM06";"       5"
"18569";"A028820";"LD04  ";"2021KW02";"      20"
"18570";"A028820";"LD04  ";"2021MM07";"       3"
"18571";"A028820";"LD04  ";"2021MM08";"       4"
"18572";"A028820";"LD04  ";"2021MM09";"       3"
"18573";"A028820";"LD04  ";"2021KW03";"      10"
"18574";"A028820";"LD04  ";"2021MM10";"       3"
"18575";"A028820";"LD04  ";"2021MM11";"       4"
"18576";"A028820";"LD04  ";"2021MM12";"       5"
"18577";"A028820";"LD04  ";"2021KW04";"      12"
"18578";"A028820";"LD04  ";"2021JJ00";"      54"
"18579";"A028820";"LD04  ";"2022MM01";"       5"
"18580";"A028820";"LD04  ";"2022MM02";"       3"
"18581";"A028820";"LD04  ";"2022MM03";"       5"
"18582";"A028820";"LD04  ";"2022KW01";"      13"
"18583";"A028820";"LD04  ";"2022MM04";"       4"
"18584";"A028820";"LD04  ";"2022MM05";"       6"
"18585";"A028820";"LD04  ";"2022MM06";"       3"
"18586";"A028820";"LD04  ";"2022KW02";"      13"
"18587";"A028820";"LD04  ";"2022MM07";"       8"
"18588";"A028820";"LD04  ";"2022MM08";"       4"
"18589";"A028820";"LD04  ";"2022MM09";"       2"
"18590";"A028820";"LD04  ";"2022KW03";"      14"
"18591";"A028820";"LD04  ";"2022MM10";"       5"
"18592";"A028820";"LD04  ";"2022MM11";"       9"
"18593";"A028820";"LD04  ";"2022MM12";"       9"
"18594";"A028820";"LD04  ";"2022KW04";"      23"
"18595";"A028820";"LD04  ";"2022JJ00";"      63"
"18596";"A028820";"LD04  ";"2023MM01";"       7"
"18597";"A028820";"LD04  ";"2023MM02";"       9"
"18598";"A028820";"LD04  ";"2023MM03";"       3"
"18599";"A028820";"LD04  ";"2023KW01";"      19"
"18600";"A028820";"LD04  ";"2023MM04";"       6"
"18601";"A028820";"LD04  ";"2023MM05";"       6"
"18602";"A028820";"LD04  ";"2023MM06";"       5"
"18603";"A028820";"LD04  ";"2023KW02";"      17"
"18604";"A028820";"LD04  ";"2023MM07";"       9"
"18605";"A028820";"LD04  ";"2023MM08";"       9"
"18606";"A028820";"LD04  ";"2023MM09";"      11"
"18607";"A028820";"LD04  ";"2023KW03";"      29"
"18608";"A028820";"LD04  ";"2023MM10";"      11"
"18609";"A028820";"LD04  ";"2023MM11";"       3"
"18610";"A028820";"LD04  ";"2023MM12";"      10"
"18611";"A028820";"LD04  ";"2023KW04";"      24"
"18612";"A028820";"LD04  ";"2023JJ00";"      89"
"18613";"A028820";"LD04  ";"2024MM01";"      13"
"18614";"A028820";"LD04  ";"2024MM02";"       6"
"18615";"A028820";"LD04  ";"2024MM03";"       7"
"18616";"A028820";"LD04  ";"2024KW01";"      26"
"18617";"A028820";"LD04  ";"2024MM04";"       6"
"18618";"A028820";"LD04  ";"2024MM05";"       6"
"18619";"A028820";"LD04  ";"2024MM06";"       4"
"18620";"A028820";"LD04  ";"2024KW02";"      16"
"18621";"A028820";"LD04  ";"2024MM07";"      17"
"18622";"A028820";"LD04  ";"2024MM08";"       9"
"18623";"A028820";"LD04  ";"2024MM09";"      15"
"18624";"A028820";"LD04  ";"2024KW03";"      41"
"18625";"A028820";"LD04  ";"2024MM10";"      10"
"18626";"A028820";"LD04  ";"2024MM11";"       9"
"18627";"A028820";"LD04  ";"2024MM12";"       8"
"18628";"A028820";"LD04  ";"2024KW04";"      27"
"18629";"A028820";"LD04  ";"2024JJ00";"     110"
"18630";"A028820";"LD04  ";"2025MM01";"       8"
"18631";"A028820";"LD04  ";"2025MM02";"       6"
"18632";"A028820";"PV20  ";"2009MM01";"       3"
"18633";"A028820";"PV20  ";"2009MM02";"       5"
"18634";"A028820";"PV20  ";"2009MM03";"       3"
"18635";"A028820";"PV20  ";"2009KW01";"      11"
"18636";"A028820";"PV20  ";"2009MM04";"       4"
"18637";"A028820";"PV20  ";"2009MM05";"       5"
"18638";"A028820";"PV20  ";"2009MM06";"       5"
"18639";"A028820";"PV20  ";"2009KW02";"      14"
"18640";"A028820";"PV20  ";"2009MM07";"       5"
"18641";"A028820";"PV20  ";"2009MM08";"       2"
"18642";"A028820";"PV20  ";"2009MM09";"       2"
"18643";"A028820";"PV20  ";"2009KW03";"       9"
"18644";"A028820";"PV20  ";"2009MM10";"       2"
"18645";"A028820";"PV20  ";"2009MM11";"       9"
"18646";"A028820";"PV20  ";"2009MM12";"       3"
"18647";"A028820";"PV20  ";"2009KW04";"      14"
"18648";"A028820";"PV20  ";"2009JJ00";"      48"
"18649";"A028820";"PV20  ";"2010MM01";"       2"
"18650";"A028820";"PV20  ";"2010MM02";"       5"
"18651";"A028820";"PV20  ";"2010MM03";"       8"
"18652";"A028820";"PV20  ";"2010KW01";"      15"
"18653";"A028820";"PV20  ";"2010MM04";"       1"
"18654";"A028820";"PV20  ";"2010MM05";"       3"
"18655";"A028820";"PV20  ";"2010MM06";"       2"
"18656";"A028820";"PV20  ";"2010KW02";"       6"
"18657";"A028820";"PV20  ";"2010MM07";"       8"
"18658";"A028820";"PV20  ";"2010MM08";"       6"
"18659";"A028820";"PV20  ";"2010MM09";"       0"
"18660";"A028820";"PV20  ";"2010KW03";"      14"
"18661";"A028820";"PV20  ";"2010MM10";"       8"
"18662";"A028820";"PV20  ";"2010MM11";"       5"
"18663";"A028820";"PV20  ";"2010MM12";"       1"
"18664";"A028820";"PV20  ";"2010KW04";"      14"
"18665";"A028820";"PV20  ";"2010JJ00";"      49"
"18666";"A028820";"PV20  ";"2011MM01";"       4"
"18667";"A028820";"PV20  ";"2011MM02";"       2"
"18668";"A028820";"PV20  ";"2011MM03";"       2"
"18669";"A028820";"PV20  ";"2011KW01";"       8"
"18670";"A028820";"PV20  ";"2011MM04";"       0"
"18671";"A028820";"PV20  ";"2011MM05";"       2"
"18672";"A028820";"PV20  ";"2011MM06";"       0"
"18673";"A028820";"PV20  ";"2011KW02";"       2"
"18674";"A028820";"PV20  ";"2011MM07";"       3"
"18675";"A028820";"PV20  ";"2011MM08";"       0"
"18676";"A028820";"PV20  ";"2011MM09";"       1"
"18677";"A028820";"PV20  ";"2011KW03";"       4"
"18678";"A028820";"PV20  ";"2011MM10";"       2"
"18679";"A028820";"PV20  ";"2011MM11";"       6"
"18680";"A028820";"PV20  ";"2011MM12";"       0"
"18681";"A028820";"PV20  ";"2011KW04";"       8"
"18682";"A028820";"PV20  ";"2011JJ00";"      22"
"18683";"A028820";"PV20  ";"2012MM01";"       3"
"18684";"A028820";"PV20  ";"2012MM02";"       1"
"18685";"A028820";"PV20  ";"2012MM03";"       3"
"18686";"A028820";"PV20  ";"2012KW01";"       7"
"18687";"A028820";"PV20  ";"2012MM04";"       2"
"18688";"A028820";"PV20  ";"2012MM05";"       2"
"18689";"A028820";"PV20  ";"2012MM06";"       1"
"18690";"A028820";"PV20  ";"2012KW02";"       5"
"18691";"A028820";"PV20  ";"2012MM07";"       2"
"18692";"A028820";"PV20  ";"2012MM08";"       0"
"18693";"A028820";"PV20  ";"2012MM09";"       4"
"18694";"A028820";"PV20  ";"2012KW03";"       6"
"18695";"A028820";"PV20  ";"2012MM10";"       2"
"18696";"A028820";"PV20  ";"2012MM11";"       5"
"18697";"A028820";"PV20  ";"2012MM12";"       1"
"18698";"A028820";"PV20  ";"2012KW04";"       8"
"18699";"A028820";"PV20  ";"2012JJ00";"      26"
"18700";"A028820";"PV20  ";"2013MM01";"       2"
"18701";"A028820";"PV20  ";"2013MM02";"       1"
"18702";"A028820";"PV20  ";"2013MM03";"       3"
"18703";"A028820";"PV20  ";"2013KW01";"       6"
"18704";"A028820";"PV20  ";"2013MM04";"       5"
"18705";"A028820";"PV20  ";"2013MM05";"       3"
"18706";"A028820";"PV20  ";"2013MM06";"       4"
"18707";"A028820";"PV20  ";"2013KW02";"      12"
"18708";"A028820";"PV20  ";"2013MM07";"       3"
"18709";"A028820";"PV20  ";"2013MM08";"       5"
"18710";"A028820";"PV20  ";"2013MM09";"       4"
"18711";"A028820";"PV20  ";"2013KW03";"      12"
"18712";"A028820";"PV20  ";"2013MM10";"       5"
"18713";"A028820";"PV20  ";"2013MM11";"       5"
"18714";"A028820";"PV20  ";"2013MM12";"       2"
"18715";"A028820";"PV20  ";"2013KW04";"      12"
"18716";"A028820";"PV20  ";"2013JJ00";"      42"
"18717";"A028820";"PV20  ";"2014MM01";"       6"
"18718";"A028820";"PV20  ";"2014MM02";"       1"
"18719";"A028820";"PV20  ";"2014MM03";"       2"
"18720";"A028820";"PV20  ";"2014KW01";"       9"
"18721";"A028820";"PV20  ";"2014MM04";"       1"
"18722";"A028820";"PV20  ";"2014MM05";"       3"
"18723";"A028820";"PV20  ";"2014MM06";"       2"
"18724";"A028820";"PV20  ";"2014KW02";"       6"
"18725";"A028820";"PV20  ";"2014MM07";"       7"
"18726";"A028820";"PV20  ";"2014MM08";"       4"
"18727";"A028820";"PV20  ";"2014MM09";"       3"
"18728";"A028820";"PV20  ";"2014KW03";"      14"
"18729";"A028820";"PV20  ";"2014MM10";"       2"
"18730";"A028820";"PV20  ";"2014MM11";"       3"
"18731";"A028820";"PV20  ";"2014MM12";"       2"
"18732";"A028820";"PV20  ";"2014KW04";"       7"
"18733";"A028820";"PV20  ";"2014JJ00";"      36"
"18734";"A028820";"PV20  ";"2015MM01";"       2"
"18735";"A028820";"PV20  ";"2015MM02";"       1"
"18736";"A028820";"PV20  ";"2015MM03";"       3"
"18737";"A028820";"PV20  ";"2015KW01";"       6"
"18738";"A028820";"PV20  ";"2015MM04";"       2"
"18739";"A028820";"PV20  ";"2015MM05";"       4"
"18740";"A028820";"PV20  ";"2015MM06";"       1"
"18741";"A028820";"PV20  ";"2015KW02";"       7"
"18742";"A028820";"PV20  ";"2015MM07";"       0"
"18743";"A028820";"PV20  ";"2015MM08";"       4"
"18744";"A028820";"PV20  ";"2015MM09";"       2"
"18745";"A028820";"PV20  ";"2015KW03";"       6"
"18746";"A028820";"PV20  ";"2015MM10";"       2"
"18747";"A028820";"PV20  ";"2015MM11";"       2"
"18748";"A028820";"PV20  ";"2015MM12";"       2"
"18749";"A028820";"PV20  ";"2015KW04";"       6"
"18750";"A028820";"PV20  ";"2015JJ00";"      25"
"18751";"A028820";"PV20  ";"2016MM01";"       1"
"18752";"A028820";"PV20  ";"2016MM02";"       1"
"18753";"A028820";"PV20  ";"2016MM03";"       1"
"18754";"A028820";"PV20  ";"2016KW01";"       3"
"18755";"A028820";"PV20  ";"2016MM04";"       2"
"18756";"A028820";"PV20  ";"2016MM05";"       0"
"18757";"A028820";"PV20  ";"2016MM06";"       2"
"18758";"A028820";"PV20  ";"2016KW02";"       4"
"18759";"A028820";"PV20  ";"2016MM07";"       3"
"18760";"A028820";"PV20  ";"2016MM08";"       1"
"18761";"A028820";"PV20  ";"2016MM09";"       1"
"18762";"A028820";"PV20  ";"2016KW03";"       5"
"18763";"A028820";"PV20  ";"2016MM10";"       0"
"18764";"A028820";"PV20  ";"2016MM11";"       3"
"18765";"A028820";"PV20  ";"2016MM12";"       0"
"18766";"A028820";"PV20  ";"2016KW04";"       3"
"18767";"A028820";"PV20  ";"2016JJ00";"      15"
"18768";"A028820";"PV20  ";"2017MM01";"       1"
"18769";"A028820";"PV20  ";"2017MM02";"       1"
"18770";"A028820";"PV20  ";"2017MM03";"       0"
"18771";"A028820";"PV20  ";"2017KW01";"       2"
"18772";"A028820";"PV20  ";"2017MM04";"       0"
"18773";"A028820";"PV20  ";"2017MM05";"       1"
"18774";"A028820";"PV20  ";"2017MM06";"       1"
"18775";"A028820";"PV20  ";"2017KW02";"       2"
"18776";"A028820";"PV20  ";"2017MM07";"       2"
"18777";"A028820";"PV20  ";"2017MM08";"       2"
"18778";"A028820";"PV20  ";"2017MM09";"       3"
"18779";"A028820";"PV20  ";"2017KW03";"       7"
"18780";"A028820";"PV20  ";"2017MM10";"       0"
"18781";"A028820";"PV20  ";"2017MM11";"       2"
"18782";"A028820";"PV20  ";"2017MM12";"       3"
"18783";"A028820";"PV20  ";"2017KW04";"       5"
"18784";"A028820";"PV20  ";"2017JJ00";"      16"
"18785";"A028820";"PV20  ";"2018MM01";"       0"
"18786";"A028820";"PV20  ";"2018MM02";"       4"
"18787";"A028820";"PV20  ";"2018MM03";"       2"
"18788";"A028820";"PV20  ";"2018KW01";"       6"
"18789";"A028820";"PV20  ";"2018MM04";"       0"
"18790";"A028820";"PV20  ";"2018MM05";"       0"
"18791";"A028820";"PV20  ";"2018MM06";"       1"
"18792";"A028820";"PV20  ";"2018KW02";"       1"
"18793";"A028820";"PV20  ";"2018MM07";"       1"
"18794";"A028820";"PV20  ";"2018MM08";"       0"
"18795";"A028820";"PV20  ";"2018MM09";"       2"
"18796";"A028820";"PV20  ";"2018KW03";"       3"
"18797";"A028820";"PV20  ";"2018MM10";"       0"
"18798";"A028820";"PV20  ";"2018MM11";"       2"
"18799";"A028820";"PV20  ";"2018MM12";"       1"
"18800";"A028820";"PV20  ";"2018KW04";"       3"
"18801";"A028820";"PV20  ";"2018JJ00";"      13"
"18802";"A028820";"PV20  ";"2019MM01";"       0"
"18803";"A028820";"PV20  ";"2019MM02";"       2"
"18804";"A028820";"PV20  ";"2019MM03";"       0"
"18805";"A028820";"PV20  ";"2019KW01";"       2"
"18806";"A028820";"PV20  ";"2019MM04";"       0"
"18807";"A028820";"PV20  ";"2019MM05";"       0"
"18808";"A028820";"PV20  ";"2019MM06";"       2"
"18809";"A028820";"PV20  ";"2019KW02";"       2"
"18810";"A028820";"PV20  ";"2019MM07";"       1"
"18811";"A028820";"PV20  ";"2019MM08";"       3"
"18812";"A028820";"PV20  ";"2019MM09";"       1"
"18813";"A028820";"PV20  ";"2019KW03";"       5"
"18814";"A028820";"PV20  ";"2019MM10";"       1"
"18815";"A028820";"PV20  ";"2019MM11";"       1"
"18816";"A028820";"PV20  ";"2019MM12";"       2"
"18817";"A028820";"PV20  ";"2019KW04";"       4"
"18818";"A028820";"PV20  ";"2019JJ00";"      13"
"18819";"A028820";"PV20  ";"2020MM01";"       0"
"18820";"A028820";"PV20  ";"2020MM02";"       4"
"18821";"A028820";"PV20  ";"2020MM03";"       2"
"18822";"A028820";"PV20  ";"2020KW01";"       6"
"18823";"A028820";"PV20  ";"2020MM04";"       1"
"18824";"A028820";"PV20  ";"2020MM05";"       4"
"18825";"A028820";"PV20  ";"2020MM06";"       0"
"18826";"A028820";"PV20  ";"2020KW02";"       5"
"18827";"A028820";"PV20  ";"2020MM07";"       1"
"18828";"A028820";"PV20  ";"2020MM08";"       0"
"18829";"A028820";"PV20  ";"2020MM09";"       0"
"18830";"A028820";"PV20  ";"2020KW03";"       1"
"18831";"A028820";"PV20  ";"2020MM10";"       0"
"18832";"A028820";"PV20  ";"2020MM11";"       2"
"18833";"A028820";"PV20  ";"2020MM12";"       1"
"18834";"A028820";"PV20  ";"2020KW04";"       3"
"18835";"A028820";"PV20  ";"2020JJ00";"      15"
"18836";"A028820";"PV20  ";"2021MM01";"       1"
"18837";"A028820";"PV20  ";"2021MM02";"       0"
"18838";"A028820";"PV20  ";"2021MM03";"       3"
"18839";"A028820";"PV20  ";"2021KW01";"       4"
"18840";"A028820";"PV20  ";"2021MM04";"       0"
"18841";"A028820";"PV20  ";"2021MM05";"       1"
"18842";"A028820";"PV20  ";"2021MM06";"       2"
"18843";"A028820";"PV20  ";"2021KW02";"       3"
"18844";"A028820";"PV20  ";"2021MM07";"       0"
"18845";"A028820";"PV20  ";"2021MM08";"       2"
"18846";"A028820";"PV20  ";"2021MM09";"       0"
"18847";"A028820";"PV20  ";"2021KW03";"       2"
"18848";"A028820";"PV20  ";"2021MM10";"       0"
"18849";"A028820";"PV20  ";"2021MM11";"       1"
"18850";"A028820";"PV20  ";"2021MM12";"       0"
"18851";"A028820";"PV20  ";"2021KW04";"       1"
"18852";"A028820";"PV20  ";"2021JJ00";"      10"
"18853";"A028820";"PV20  ";"2022MM01";"       0"
"18854";"A028820";"PV20  ";"2022MM02";"       0"
"18855";"A028820";"PV20  ";"2022MM03";"       1"
"18856";"A028820";"PV20  ";"2022KW01";"       1"
"18857";"A028820";"PV20  ";"2022MM04";"       0"
"18858";"A028820";"PV20  ";"2022MM05";"       1"
"18859";"A028820";"PV20  ";"2022MM06";"       1"
"18860";"A028820";"PV20  ";"2022KW02";"       2"
"18861";"A028820";"PV20  ";"2022MM07";"       1"
"18862";"A028820";"PV20  ";"2022MM08";"       0"
"18863";"A028820";"PV20  ";"2022MM09";"       0"
"18864";"A028820";"PV20  ";"2022KW03";"       1"
"18865";"A028820";"PV20  ";"2022MM10";"       1"
"18866";"A028820";"PV20  ";"2022MM11";"       0"
"18867";"A028820";"PV20  ";"2022MM12";"       1"
"18868";"A028820";"PV20  ";"2022KW04";"       2"
"18869";"A028820";"PV20  ";"2022JJ00";"       6"
"18870";"A028820";"PV20  ";"2023MM01";"       1"
"18871";"A028820";"PV20  ";"2023MM02";"       1"
"18872";"A028820";"PV20  ";"2023MM03";"       0"
"18873";"A028820";"PV20  ";"2023KW01";"       2"
"18874";"A028820";"PV20  ";"2023MM04";"       0"
"18875";"A028820";"PV20  ";"2023MM05";"       3"
"18876";"A028820";"PV20  ";"2023MM06";"       0"
"18877";"A028820";"PV20  ";"2023KW02";"       3"
"18878";"A028820";"PV20  ";"2023MM07";"       1"
"18879";"A028820";"PV20  ";"2023MM08";"       3"
"18880";"A028820";"PV20  ";"2023MM09";"       0"
"18881";"A028820";"PV20  ";"2023KW03";"       4"
"18882";"A028820";"PV20  ";"2023MM10";"       3"
"18883";"A028820";"PV20  ";"2023MM11";"       3"
"18884";"A028820";"PV20  ";"2023MM12";"       0"
"18885";"A028820";"PV20  ";"2023KW04";"       6"
"18886";"A028820";"PV20  ";"2023JJ00";"      15"
"18887";"A028820";"PV20  ";"2024MM01";"       0"
"18888";"A028820";"PV20  ";"2024MM02";"       2"
"18889";"A028820";"PV20  ";"2024MM03";"       1"
"18890";"A028820";"PV20  ";"2024KW01";"       3"
"18891";"A028820";"PV20  ";"2024MM04";"       3"
"18892";"A028820";"PV20  ";"2024MM05";"       5"
"18893";"A028820";"PV20  ";"2024MM06";"       0"
"18894";"A028820";"PV20  ";"2024KW02";"       8"
"18895";"A028820";"PV20  ";"2024MM07";"       2"
"18896";"A028820";"PV20  ";"2024MM08";"       0"
"18897";"A028820";"PV20  ";"2024MM09";"       4"
"18898";"A028820";"PV20  ";"2024KW03";"       6"
"18899";"A028820";"PV20  ";"2024MM10";"       1"
"18900";"A028820";"PV20  ";"2024MM11";"       0"
"18901";"A028820";"PV20  ";"2024MM12";"       1"
"18902";"A028820";"PV20  ";"2024KW04";"       2"
"18903";"A028820";"PV20  ";"2024JJ00";"      19"
"18904";"A028820";"PV20  ";"2025MM01";"       1"
"18905";"A028820";"PV20  ";"2025MM02";"       2"
"18906";"A028820";"PV21  ";"2009MM01";"       3"
"18907";"A028820";"PV21  ";"2009MM02";"       1"
"18908";"A028820";"PV21  ";"2009MM03";"       1"
"18909";"A028820";"PV21  ";"2009KW01";"       5"
"18910";"A028820";"PV21  ";"2009MM04";"       4"
"18911";"A028820";"PV21  ";"2009MM05";"       5"
"18912";"A028820";"PV21  ";"2009MM06";"       2"
"18913";"A028820";"PV21  ";"2009KW02";"      11"
"18914";"A028820";"PV21  ";"2009MM07";"       3"
"18915";"A028820";"PV21  ";"2009MM08";"       2"
"18916";"A028820";"PV21  ";"2009MM09";"       3"
"18917";"A028820";"PV21  ";"2009KW03";"       8"
"18918";"A028820";"PV21  ";"2009MM10";"       5"
"18919";"A028820";"PV21  ";"2009MM11";"       3"
"18920";"A028820";"PV21  ";"2009MM12";"       3"
