"ID";"TypeOfBankruptcy";"Regions";"Periods";"PronouncedBankruptcies_1"
"18921";"A028820";"PV21  ";"2009KW04";"      11"
"18922";"A028820";"PV21  ";"2009JJ00";"      35"
"18923";"A028820";"PV21  ";"2010MM01";"       2"
"18924";"A028820";"PV21  ";"2010MM02";"       5"
"18925";"A028820";"PV21  ";"2010MM03";"       1"
"18926";"A028820";"PV21  ";"2010KW01";"       8"
"18927";"A028820";"PV21  ";"2010MM04";"       6"
"18928";"A028820";"PV21  ";"2010MM05";"       3"
"18929";"A028820";"PV21  ";"2010MM06";"       5"
"18930";"A028820";"PV21  ";"2010KW02";"      14"
"18931";"A028820";"PV21  ";"2010MM07";"       0"
"18932";"A028820";"PV21  ";"2010MM08";"       2"
"18933";"A028820";"PV21  ";"2010MM09";"       1"
"18934";"A028820";"PV21  ";"2010KW03";"       3"
"18935";"A028820";"PV21  ";"2010MM10";"       1"
"18936";"A028820";"PV21  ";"2010MM11";"       0"
"18937";"A028820";"PV21  ";"2010MM12";"       3"
"18938";"A028820";"PV21  ";"2010KW04";"       4"
"18939";"A028820";"PV21  ";"2010JJ00";"      29"
"18940";"A028820";"PV21  ";"2011MM01";"       1"
"18941";"A028820";"PV21  ";"2011MM02";"       3"
"18942";"A028820";"PV21  ";"2011MM03";"       4"
"18943";"A028820";"PV21  ";"2011KW01";"       8"
"18944";"A028820";"PV21  ";"2011MM04";"       2"
"18945";"A028820";"PV21  ";"2011MM05";"       3"
"18946";"A028820";"PV21  ";"2011MM06";"       2"
"18947";"A028820";"PV21  ";"2011KW02";"       7"
"18948";"A028820";"PV21  ";"2011MM07";"       0"
"18949";"A028820";"PV21  ";"2011MM08";"       4"
"18950";"A028820";"PV21  ";"2011MM09";"       3"
"18951";"A028820";"PV21  ";"2011KW03";"       7"
"18952";"A028820";"PV21  ";"2011MM10";"       2"
"18953";"A028820";"PV21  ";"2011MM11";"       3"
"18954";"A028820";"PV21  ";"2011MM12";"       2"
"18955";"A028820";"PV21  ";"2011KW04";"       7"
"18956";"A028820";"PV21  ";"2011JJ00";"      29"
"18957";"A028820";"PV21  ";"2012MM01";"       1"
"18958";"A028820";"PV21  ";"2012MM02";"       3"
"18959";"A028820";"PV21  ";"2012MM03";"       7"
"18960";"A028820";"PV21  ";"2012KW01";"      11"
"18961";"A028820";"PV21  ";"2012MM04";"       0"
"18962";"A028820";"PV21  ";"2012MM05";"       1"
"18963";"A028820";"PV21  ";"2012MM06";"       4"
"18964";"A028820";"PV21  ";"2012KW02";"       5"
"18965";"A028820";"PV21  ";"2012MM07";"       1"
"18966";"A028820";"PV21  ";"2012MM08";"       2"
"18967";"A028820";"PV21  ";"2012MM09";"       5"
"18968";"A028820";"PV21  ";"2012KW03";"       8"
"18969";"A028820";"PV21  ";"2012MM10";"       7"
"18970";"A028820";"PV21  ";"2012MM11";"       1"
"18971";"A028820";"PV21  ";"2012MM12";"       2"
"18972";"A028820";"PV21  ";"2012KW04";"      10"
"18973";"A028820";"PV21  ";"2012JJ00";"      34"
"18974";"A028820";"PV21  ";"2013MM01";"       1"
"18975";"A028820";"PV21  ";"2013MM02";"       0"
"18976";"A028820";"PV21  ";"2013MM03";"       1"
"18977";"A028820";"PV21  ";"2013KW01";"       2"
"18978";"A028820";"PV21  ";"2013MM04";"       1"
"18979";"A028820";"PV21  ";"2013MM05";"       0"
"18980";"A028820";"PV21  ";"2013MM06";"       3"
"18981";"A028820";"PV21  ";"2013KW02";"       4"
"18982";"A028820";"PV21  ";"2013MM07";"       0"
"18983";"A028820";"PV21  ";"2013MM08";"       1"
"18984";"A028820";"PV21  ";"2013MM09";"       3"
"18985";"A028820";"PV21  ";"2013KW03";"       4"
"18986";"A028820";"PV21  ";"2013MM10";"       0"
"18987";"A028820";"PV21  ";"2013MM11";"       2"
"18988";"A028820";"PV21  ";"2013MM12";"       1"
"18989";"A028820";"PV21  ";"2013KW04";"       3"
"18990";"A028820";"PV21  ";"2013JJ00";"      13"
"18991";"A028820";"PV21  ";"2014MM01";"       2"
"18992";"A028820";"PV21  ";"2014MM02";"       1"
"18993";"A028820";"PV21  ";"2014MM03";"       3"
"18994";"A028820";"PV21  ";"2014KW01";"       6"
"18995";"A028820";"PV21  ";"2014MM04";"       2"
"18996";"A028820";"PV21  ";"2014MM05";"       2"
"18997";"A028820";"PV21  ";"2014MM06";"       1"
"18998";"A028820";"PV21  ";"2014KW02";"       5"
"18999";"A028820";"PV21  ";"2014MM07";"       3"
"19000";"A028820";"PV21  ";"2014MM08";"       1"
"19001";"A028820";"PV21  ";"2014MM09";"       4"
"19002";"A028820";"PV21  ";"2014KW03";"       8"
"19003";"A028820";"PV21  ";"2014MM10";"       1"
"19004";"A028820";"PV21  ";"2014MM11";"       5"
"19005";"A028820";"PV21  ";"2014MM12";"       2"
"19006";"A028820";"PV21  ";"2014KW04";"       8"
"19007";"A028820";"PV21  ";"2014JJ00";"      27"
"19008";"A028820";"PV21  ";"2015MM01";"       2"
"19009";"A028820";"PV21  ";"2015MM02";"       2"
"19010";"A028820";"PV21  ";"2015MM03";"       0"
"19011";"A028820";"PV21  ";"2015KW01";"       4"
"19012";"A028820";"PV21  ";"2015MM04";"       2"
"19013";"A028820";"PV21  ";"2015MM05";"       1"
"19014";"A028820";"PV21  ";"2015MM06";"       1"
"19015";"A028820";"PV21  ";"2015KW02";"       4"
"19016";"A028820";"PV21  ";"2015MM07";"       4"
"19017";"A028820";"PV21  ";"2015MM08";"       2"
"19018";"A028820";"PV21  ";"2015MM09";"       2"
"19019";"A028820";"PV21  ";"2015KW03";"       8"
"19020";"A028820";"PV21  ";"2015MM10";"       1"
"19021";"A028820";"PV21  ";"2015MM11";"       0"
"19022";"A028820";"PV21  ";"2015MM12";"       0"
"19023";"A028820";"PV21  ";"2015KW04";"       1"
"19024";"A028820";"PV21  ";"2015JJ00";"      17"
"19025";"A028820";"PV21  ";"2016MM01";"       0"
"19026";"A028820";"PV21  ";"2016MM02";"       2"
"19027";"A028820";"PV21  ";"2016MM03";"       3"
"19028";"A028820";"PV21  ";"2016KW01";"       5"
"19029";"A028820";"PV21  ";"2016MM04";"       2"
"19030";"A028820";"PV21  ";"2016MM05";"       1"
"19031";"A028820";"PV21  ";"2016MM06";"       3"
"19032";"A028820";"PV21  ";"2016KW02";"       6"
"19033";"A028820";"PV21  ";"2016MM07";"       2"
"19034";"A028820";"PV21  ";"2016MM08";"       1"
"19035";"A028820";"PV21  ";"2016MM09";"       0"
"19036";"A028820";"PV21  ";"2016KW03";"       3"
"19037";"A028820";"PV21  ";"2016MM10";"       2"
"19038";"A028820";"PV21  ";"2016MM11";"       0"
"19039";"A028820";"PV21  ";"2016MM12";"       1"
"19040";"A028820";"PV21  ";"2016KW04";"       3"
"19041";"A028820";"PV21  ";"2016JJ00";"      17"
"19042";"A028820";"PV21  ";"2017MM01";"       2"
"19043";"A028820";"PV21  ";"2017MM02";"       2"
"19044";"A028820";"PV21  ";"2017MM03";"       0"
"19045";"A028820";"PV21  ";"2017KW01";"       4"
"19046";"A028820";"PV21  ";"2017MM04";"       1"
"19047";"A028820";"PV21  ";"2017MM05";"       5"
"19048";"A028820";"PV21  ";"2017MM06";"       1"
"19049";"A028820";"PV21  ";"2017KW02";"       7"
"19050";"A028820";"PV21  ";"2017MM07";"       3"
"19051";"A028820";"PV21  ";"2017MM08";"       1"
"19052";"A028820";"PV21  ";"2017MM09";"       0"
"19053";"A028820";"PV21  ";"2017KW03";"       4"
"19054";"A028820";"PV21  ";"2017MM10";"       0"
"19055";"A028820";"PV21  ";"2017MM11";"       2"
"19056";"A028820";"PV21  ";"2017MM12";"       1"
"19057";"A028820";"PV21  ";"2017KW04";"       3"
"19058";"A028820";"PV21  ";"2017JJ00";"      18"
"19059";"A028820";"PV21  ";"2018MM01";"       2"
"19060";"A028820";"PV21  ";"2018MM02";"       0"
"19061";"A028820";"PV21  ";"2018MM03";"       0"
"19062";"A028820";"PV21  ";"2018KW01";"       2"
"19063";"A028820";"PV21  ";"2018MM04";"       2"
"19064";"A028820";"PV21  ";"2018MM05";"       1"
"19065";"A028820";"PV21  ";"2018MM06";"       0"
"19066";"A028820";"PV21  ";"2018KW02";"       3"
"19067";"A028820";"PV21  ";"2018MM07";"       2"
"19068";"A028820";"PV21  ";"2018MM08";"       4"
"19069";"A028820";"PV21  ";"2018MM09";"       3"
"19070";"A028820";"PV21  ";"2018KW03";"       9"
"19071";"A028820";"PV21  ";"2018MM10";"       2"
"19072";"A028820";"PV21  ";"2018MM11";"       1"
"19073";"A028820";"PV21  ";"2018MM12";"       2"
"19074";"A028820";"PV21  ";"2018KW04";"       5"
"19075";"A028820";"PV21  ";"2018JJ00";"      19"
"19076";"A028820";"PV21  ";"2019MM01";"       3"
"19077";"A028820";"PV21  ";"2019MM02";"       1"
"19078";"A028820";"PV21  ";"2019MM03";"       2"
"19079";"A028820";"PV21  ";"2019KW01";"       6"
"19080";"A028820";"PV21  ";"2019MM04";"       3"
"19081";"A028820";"PV21  ";"2019MM05";"       2"
"19082";"A028820";"PV21  ";"2019MM06";"       0"
"19083";"A028820";"PV21  ";"2019KW02";"       5"
"19084";"A028820";"PV21  ";"2019MM07";"       4"
"19085";"A028820";"PV21  ";"2019MM08";"       0"
"19086";"A028820";"PV21  ";"2019MM09";"       3"
"19087";"A028820";"PV21  ";"2019KW03";"       7"
"19088";"A028820";"PV21  ";"2019MM10";"       3"
"19089";"A028820";"PV21  ";"2019MM11";"       3"
"19090";"A028820";"PV21  ";"2019MM12";"       1"
"19091";"A028820";"PV21  ";"2019KW04";"       7"
"19092";"A028820";"PV21  ";"2019JJ00";"      25"
"19093";"A028820";"PV21  ";"2020MM01";"       0"
"19094";"A028820";"PV21  ";"2020MM02";"       1"
"19095";"A028820";"PV21  ";"2020MM03";"       0"
"19096";"A028820";"PV21  ";"2020KW01";"       1"
"19097";"A028820";"PV21  ";"2020MM04";"       2"
"19098";"A028820";"PV21  ";"2020MM05";"       2"
"19099";"A028820";"PV21  ";"2020MM06";"       1"
"19100";"A028820";"PV21  ";"2020KW02";"       5"
"19101";"A028820";"PV21  ";"2020MM07";"       1"
"19102";"A028820";"PV21  ";"2020MM08";"       0"
"19103";"A028820";"PV21  ";"2020MM09";"       0"
"19104";"A028820";"PV21  ";"2020KW03";"       1"
"19105";"A028820";"PV21  ";"2020MM10";"       0"
"19106";"A028820";"PV21  ";"2020MM11";"       2"
"19107";"A028820";"PV21  ";"2020MM12";"       1"
"19108";"A028820";"PV21  ";"2020KW04";"       3"
"19109";"A028820";"PV21  ";"2020JJ00";"      10"
"19110";"A028820";"PV21  ";"2021MM01";"       0"
"19111";"A028820";"PV21  ";"2021MM02";"       0"
"19112";"A028820";"PV21  ";"2021MM03";"       0"
"19113";"A028820";"PV21  ";"2021KW01";"       0"
"19114";"A028820";"PV21  ";"2021MM04";"       1"
"19115";"A028820";"PV21  ";"2021MM05";"       0"
"19116";"A028820";"PV21  ";"2021MM06";"       0"
"19117";"A028820";"PV21  ";"2021KW02";"       1"
"19118";"A028820";"PV21  ";"2021MM07";"       2"
"19119";"A028820";"PV21  ";"2021MM08";"       1"
"19120";"A028820";"PV21  ";"2021MM09";"       1"
"19121";"A028820";"PV21  ";"2021KW03";"       4"
"19122";"A028820";"PV21  ";"2021MM10";"       2"
"19123";"A028820";"PV21  ";"2021MM11";"       1"
"19124";"A028820";"PV21  ";"2021MM12";"       1"
"19125";"A028820";"PV21  ";"2021KW04";"       4"
"19126";"A028820";"PV21  ";"2021JJ00";"       9"
"19127";"A028820";"PV21  ";"2022MM01";"       0"
"19128";"A028820";"PV21  ";"2022MM02";"       0"
"19129";"A028820";"PV21  ";"2022MM03";"       1"
"19130";"A028820";"PV21  ";"2022KW01";"       1"
"19131";"A028820";"PV21  ";"2022MM04";"       0"
"19132";"A028820";"PV21  ";"2022MM05";"       1"
"19133";"A028820";"PV21  ";"2022MM06";"       1"
"19134";"A028820";"PV21  ";"2022KW02";"       2"
"19135";"A028820";"PV21  ";"2022MM07";"       1"
"19136";"A028820";"PV21  ";"2022MM08";"       1"
"19137";"A028820";"PV21  ";"2022MM09";"       1"
"19138";"A028820";"PV21  ";"2022KW03";"       3"
"19139";"A028820";"PV21  ";"2022MM10";"       0"
"19140";"A028820";"PV21  ";"2022MM11";"       1"
"19141";"A028820";"PV21  ";"2022MM12";"       0"
"19142";"A028820";"PV21  ";"2022KW04";"       1"
"19143";"A028820";"PV21  ";"2022JJ00";"       7"
"19144";"A028820";"PV21  ";"2023MM01";"       1"
"19145";"A028820";"PV21  ";"2023MM02";"       0"
"19146";"A028820";"PV21  ";"2023MM03";"       0"
"19147";"A028820";"PV21  ";"2023KW01";"       1"
"19148";"A028820";"PV21  ";"2023MM04";"       2"
"19149";"A028820";"PV21  ";"2023MM05";"       0"
"19150";"A028820";"PV21  ";"2023MM06";"       1"
"19151";"A028820";"PV21  ";"2023KW02";"       3"
"19152";"A028820";"PV21  ";"2023MM07";"       2"
"19153";"A028820";"PV21  ";"2023MM08";"       2"
"19154";"A028820";"PV21  ";"2023MM09";"       0"
"19155";"A028820";"PV21  ";"2023KW03";"       4"
"19156";"A028820";"PV21  ";"2023MM10";"       1"
"19157";"A028820";"PV21  ";"2023MM11";"       0"
"19158";"A028820";"PV21  ";"2023MM12";"       0"
"19159";"A028820";"PV21  ";"2023KW04";"       1"
"19160";"A028820";"PV21  ";"2023JJ00";"       9"
"19161";"A028820";"PV21  ";"2024MM01";"       1"
"19162";"A028820";"PV21  ";"2024MM02";"       0"
"19163";"A028820";"PV21  ";"2024MM03";"       2"
"19164";"A028820";"PV21  ";"2024KW01";"       3"
"19165";"A028820";"PV21  ";"2024MM04";"       1"
"19166";"A028820";"PV21  ";"2024MM05";"       3"
"19167";"A028820";"PV21  ";"2024MM06";"       1"
"19168";"A028820";"PV21  ";"2024KW02";"       5"
"19169";"A028820";"PV21  ";"2024MM07";"       4"
"19170";"A028820";"PV21  ";"2024MM08";"       1"
"19171";"A028820";"PV21  ";"2024MM09";"       3"
"19172";"A028820";"PV21  ";"2024KW03";"       8"
"19173";"A028820";"PV21  ";"2024MM10";"       1"
"19174";"A028820";"PV21  ";"2024MM11";"       3"
"19175";"A028820";"PV21  ";"2024MM12";"       1"
"19176";"A028820";"PV21  ";"2024KW04";"       5"
"19177";"A028820";"PV21  ";"2024JJ00";"      21"
"19178";"A028820";"PV21  ";"2025MM01";"       1"
"19179";"A028820";"PV21  ";"2025MM02";"       0"
"19180";"A028820";"PV22  ";"2009MM01";"       8"
"19181";"A028820";"PV22  ";"2009MM02";"       3"
"19182";"A028820";"PV22  ";"2009MM03";"       3"
"19183";"A028820";"PV22  ";"2009KW01";"      14"
"19184";"A028820";"PV22  ";"2009MM04";"       3"
"19185";"A028820";"PV22  ";"2009MM05";"       4"
"19186";"A028820";"PV22  ";"2009MM06";"       2"
"19187";"A028820";"PV22  ";"2009KW02";"       9"
"19188";"A028820";"PV22  ";"2009MM07";"       4"
"19189";"A028820";"PV22  ";"2009MM08";"       1"
"19190";"A028820";"PV22  ";"2009MM09";"       5"
"19191";"A028820";"PV22  ";"2009KW03";"      10"
"19192";"A028820";"PV22  ";"2009MM10";"       3"
"19193";"A028820";"PV22  ";"2009MM11";"       0"
"19194";"A028820";"PV22  ";"2009MM12";"       2"
"19195";"A028820";"PV22  ";"2009KW04";"       5"
"19196";"A028820";"PV22  ";"2009JJ00";"      38"
"19197";"A028820";"PV22  ";"2010MM01";"       4"
"19198";"A028820";"PV22  ";"2010MM02";"       3"
"19199";"A028820";"PV22  ";"2010MM03";"       4"
"19200";"A028820";"PV22  ";"2010KW01";"      11"
"19201";"A028820";"PV22  ";"2010MM04";"       3"
"19202";"A028820";"PV22  ";"2010MM05";"       4"
"19203";"A028820";"PV22  ";"2010MM06";"       4"
"19204";"A028820";"PV22  ";"2010KW02";"      11"
"19205";"A028820";"PV22  ";"2010MM07";"       1"
"19206";"A028820";"PV22  ";"2010MM08";"       2"
"19207";"A028820";"PV22  ";"2010MM09";"       2"
"19208";"A028820";"PV22  ";"2010KW03";"       5"
"19209";"A028820";"PV22  ";"2010MM10";"       4"
"19210";"A028820";"PV22  ";"2010MM11";"       2"
"19211";"A028820";"PV22  ";"2010MM12";"       4"
"19212";"A028820";"PV22  ";"2010KW04";"      10"
"19213";"A028820";"PV22  ";"2010JJ00";"      37"
"19214";"A028820";"PV22  ";"2011MM01";"       0"
"19215";"A028820";"PV22  ";"2011MM02";"       1"
"19216";"A028820";"PV22  ";"2011MM03";"       5"
"19217";"A028820";"PV22  ";"2011KW01";"       6"
"19218";"A028820";"PV22  ";"2011MM04";"       4"
"19219";"A028820";"PV22  ";"2011MM05";"      12"
"19220";"A028820";"PV22  ";"2011MM06";"       3"
"19221";"A028820";"PV22  ";"2011KW02";"      19"
"19222";"A028820";"PV22  ";"2011MM07";"       1"
"19223";"A028820";"PV22  ";"2011MM08";"       4"
"19224";"A028820";"PV22  ";"2011MM09";"       1"
"19225";"A028820";"PV22  ";"2011KW03";"       6"
"19226";"A028820";"PV22  ";"2011MM10";"       2"
"19227";"A028820";"PV22  ";"2011MM11";"       5"
"19228";"A028820";"PV22  ";"2011MM12";"       1"
"19229";"A028820";"PV22  ";"2011KW04";"       8"
"19230";"A028820";"PV22  ";"2011JJ00";"      39"
"19231";"A028820";"PV22  ";"2012MM01";"       6"
"19232";"A028820";"PV22  ";"2012MM02";"       2"
"19233";"A028820";"PV22  ";"2012MM03";"       7"
"19234";"A028820";"PV22  ";"2012KW01";"      15"
"19235";"A028820";"PV22  ";"2012MM04";"       3"
"19236";"A028820";"PV22  ";"2012MM05";"       0"
"19237";"A028820";"PV22  ";"2012MM06";"       1"
"19238";"A028820";"PV22  ";"2012KW02";"       4"
"19239";"A028820";"PV22  ";"2012MM07";"       7"
"19240";"A028820";"PV22  ";"2012MM08";"       1"
"19241";"A028820";"PV22  ";"2012MM09";"       4"
"19242";"A028820";"PV22  ";"2012KW03";"      12"
"19243";"A028820";"PV22  ";"2012MM10";"       5"
"19244";"A028820";"PV22  ";"2012MM11";"       7"
"19245";"A028820";"PV22  ";"2012MM12";"       4"
"19246";"A028820";"PV22  ";"2012KW04";"      16"
"19247";"A028820";"PV22  ";"2012JJ00";"      47"
"19248";"A028820";"PV22  ";"2013MM01";"       5"
"19249";"A028820";"PV22  ";"2013MM02";"       5"
"19250";"A028820";"PV22  ";"2013MM03";"       5"
"19251";"A028820";"PV22  ";"2013KW01";"      15"
"19252";"A028820";"PV22  ";"2013MM04";"       7"
"19253";"A028820";"PV22  ";"2013MM05";"       3"
"19254";"A028820";"PV22  ";"2013MM06";"       1"
"19255";"A028820";"PV22  ";"2013KW02";"      11"
"19256";"A028820";"PV22  ";"2013MM07";"       2"
"19257";"A028820";"PV22  ";"2013MM08";"       3"
"19258";"A028820";"PV22  ";"2013MM09";"       5"
"19259";"A028820";"PV22  ";"2013KW03";"      10"
"19260";"A028820";"PV22  ";"2013MM10";"       7"
"19261";"A028820";"PV22  ";"2013MM11";"       7"
"19262";"A028820";"PV22  ";"2013MM12";"       1"
"19263";"A028820";"PV22  ";"2013KW04";"      15"
"19264";"A028820";"PV22  ";"2013JJ00";"      51"
"19265";"A028820";"PV22  ";"2014MM01";"       2"
"19266";"A028820";"PV22  ";"2014MM02";"       3"
"19267";"A028820";"PV22  ";"2014MM03";"       4"
"19268";"A028820";"PV22  ";"2014KW01";"       9"
"19269";"A028820";"PV22  ";"2014MM04";"       2"
"19270";"A028820";"PV22  ";"2014MM05";"       1"
"19271";"A028820";"PV22  ";"2014MM06";"       1"
"19272";"A028820";"PV22  ";"2014KW02";"       4"
"19273";"A028820";"PV22  ";"2014MM07";"       3"
"19274";"A028820";"PV22  ";"2014MM08";"       3"
"19275";"A028820";"PV22  ";"2014MM09";"       4"
"19276";"A028820";"PV22  ";"2014KW03";"      10"
"19277";"A028820";"PV22  ";"2014MM10";"       3"
"19278";"A028820";"PV22  ";"2014MM11";"       1"
"19279";"A028820";"PV22  ";"2014MM12";"       9"
"19280";"A028820";"PV22  ";"2014KW04";"      13"
"19281";"A028820";"PV22  ";"2014JJ00";"      36"
"19282";"A028820";"PV22  ";"2015MM01";"       1"
"19283";"A028820";"PV22  ";"2015MM02";"       4"
"19284";"A028820";"PV22  ";"2015MM03";"       1"
"19285";"A028820";"PV22  ";"2015KW01";"       6"
"19286";"A028820";"PV22  ";"2015MM04";"       0"
"19287";"A028820";"PV22  ";"2015MM05";"       1"
"19288";"A028820";"PV22  ";"2015MM06";"       0"
"19289";"A028820";"PV22  ";"2015KW02";"       1"
"19290";"A028820";"PV22  ";"2015MM07";"       2"
"19291";"A028820";"PV22  ";"2015MM08";"       6"
"19292";"A028820";"PV22  ";"2015MM09";"       4"
"19293";"A028820";"PV22  ";"2015KW03";"      12"
"19294";"A028820";"PV22  ";"2015MM10";"       0"
"19295";"A028820";"PV22  ";"2015MM11";"       1"
"19296";"A028820";"PV22  ";"2015MM12";"       3"
"19297";"A028820";"PV22  ";"2015KW04";"       4"
"19298";"A028820";"PV22  ";"2015JJ00";"      23"
"19299";"A028820";"PV22  ";"2016MM01";"       0"
"19300";"A028820";"PV22  ";"2016MM02";"       3"
"19301";"A028820";"PV22  ";"2016MM03";"       5"
"19302";"A028820";"PV22  ";"2016KW01";"       8"
"19303";"A028820";"PV22  ";"2016MM04";"       2"
"19304";"A028820";"PV22  ";"2016MM05";"       3"
"19305";"A028820";"PV22  ";"2016MM06";"       0"
"19306";"A028820";"PV22  ";"2016KW02";"       5"
"19307";"A028820";"PV22  ";"2016MM07";"       1"
"19308";"A028820";"PV22  ";"2016MM08";"       2"
"19309";"A028820";"PV22  ";"2016MM09";"       3"
"19310";"A028820";"PV22  ";"2016KW03";"       6"
"19311";"A028820";"PV22  ";"2016MM10";"       2"
"19312";"A028820";"PV22  ";"2016MM11";"       3"
"19313";"A028820";"PV22  ";"2016MM12";"       2"
"19314";"A028820";"PV22  ";"2016KW04";"       7"
"19315";"A028820";"PV22  ";"2016JJ00";"      26"
"19316";"A028820";"PV22  ";"2017MM01";"       2"
"19317";"A028820";"PV22  ";"2017MM02";"       3"
"19318";"A028820";"PV22  ";"2017MM03";"       1"
"19319";"A028820";"PV22  ";"2017KW01";"       6"
"19320";"A028820";"PV22  ";"2017MM04";"       0"
"19321";"A028820";"PV22  ";"2017MM05";"       5"
"19322";"A028820";"PV22  ";"2017MM06";"       0"
"19323";"A028820";"PV22  ";"2017KW02";"       5"
